segment,region,adr,occupancy,satisfaction,service_quality,cleanliness,value_for_money,likelihood_to_return
Midscale,Resort,190.96681296180552,81.85027573240731,3,4,4,3,3
Midscale,Urban,154.98730133265798,80.72605612699691,4,4,2,1,4
Midscale,Suburban,107.28165606009335,91.77508189299634,3,5,3,2,3
Luxury,Suburban,201.52857588117772,75.06052767984717,4,3,4,3,5
Luxury,Urban,267.99638346395886,78.95452816328502,5,4,5,3,4
Luxury,Suburban,204.83629664927008,60.37321413863852,4,4,5,2,4
Upscale,Resort,188.70969892925055,90.66854270507909,4,5,4,2,5
Midscale,Urban,190.96965111748466,84.94718947776762,5,5,4,2,4
Luxury,Resort,245.10044441039062,89.72735516788414,5,5,5,1,4
Luxury,Suburban,207.92512506493773,68.32200446234728,5,5,4,3,5
Budget,Resort,105.47984675249432,89.45627277988582,4,3,2,2,3
Budget,Suburban,55.10610783087155,65.26915254499542,3,2,1,3,3
Luxury,Urban,231.86186545017898,94.35710872570068,4,5,3,1,4
Budget,Urban,95.30686278016621,73.42145717090865,3,4,4,4,2
Budget,Resort,94.0489489212226,79.54102369813222,3,1,5,1,2
Upscale,Suburban,193.5615136643409,79.22190907576767,4,5,4,1,5
Midscale,Suburban,113.08782313215981,66.09877039529145,3,3,3,3,4
Luxury,Urban,281.45369475384086,79.65011194482119,5,5,5,2,5
Midscale,Urban,104.8643019151819,68.89632415398965,2,4,4,1,2
Budget,Suburban,69.63857256498055,62.57771325884693,2,3,2,5,2
Upscale,Suburban,173.6393920216282,75.52591443607949,4,5,3,3,5
Budget,Suburban,72.4528022254417,64.02638317189947,2,3,2,4,3
Luxury,Urban,260.43991572948073,80.2297021646575,4,5,5,2,5
Upscale,Suburban,134.14299699825605,77.20302167469029,5,4,5,2,4
Midscale,Urban,124.28207175926246,82.14797192776457,4,4,3,3,3
Midscale,Resort,149.8774648182552,67.49520627586551,3,4,4,2,2
Midscale,Resort,139.94071959350504,82.338528202003,5,3,2,2,2
Upscale,Resort,229.0951789039039,79.21035029839958,4,4,4,3,5
Budget,Resort,163.99032339675088,72.95809517850276,4,4,3,2,5
Budget,Urban,132.87950204364864,86.49359904505414,4,3,2,2,4
Budget,Urban,110.57100571933361,76.89507633934717,4,4,2,4,3
Midscale,Resort,157.0423077436288,68.39618684261356,4,4,5,1,3
Luxury,Resort,294.40014320770337,69.09721344553557,4,5,5,1,5
Luxury,Resort,260.28464481523264,83.82506686752538,4,5,5,2,5
Budget,Resort,126.62292781238428,67.48479509932426,4,4,4,3,2
Luxury,Resort,284.1616549505274,99.44716731791043,5,4,4,1,5
Midscale,Suburban,51.37441964118612,77.50290396033688,3,3,3,4,3
Midscale,Resort,207.41592549017113,50.92989241924715,4,5,5,2,5
Midscale,Suburban,76.71096412903404,62.84294178167443,1,3,3,3,4
Luxury,Suburban,164.35305901102575,64.11627554376426,4,5,4,3,5
Upscale,Resort,209.9914381963212,68.23323837560574,5,5,4,1,4
Budget,Suburban,72.68530736719089,56.427017543251345,3,1,2,1,3
Midscale,Urban,139.79986421924195,80.80326242364325,4,4,3,1,5
Luxury,Urban,263.5141153462032,84.3100399134545,4,5,5,1,4
Luxury,Urban,230.37681655046651,83.46811277021946,4,5,5,1,5
Luxury,Urban,274.8124276039212,92.2267175293209,5,5,4,3,4
Upscale,Urban,224.51718953357658,78.62716782480796,4,5,4,1,5
Budget,Urban,79.0317854112352,87.54633564656922,2,2,5,3,3
Upscale,Resort,217.6468559073195,67.42625818484873,3,5,3,1,5
Budget,Suburban,63.227492058820424,65.67502438142836,2,3,4,3,3
Upscale,Urban,188.48035238622813,69.75994886314851,3,4,5,2,5
Midscale,Urban,164.39271137150646,72.79676228321105,2,3,2,3,5
Luxury,Resort,286.94420523600866,72.43859198305373,4,5,5,3,4
Budget,Urban,148.29602664700985,82.36331858376438,2,4,2,2,4
Midscale,Resort,151.692734838129,74.78662163211584,5,2,3,2,5
Midscale,Suburban,147.04858232911783,86.99141268662267,4,5,4,3,3
Budget,Urban,88.60861089695184,58.28393817307094,4,3,4,5,3
Midscale,Suburban,104.2169399584378,58.8547689146875,3,3,3,2,3
Luxury,Suburban,221.82205931963276,72.0812137368701,3,5,4,3,5
Budget,Urban,107.19755074947784,65.55417064359239,3,5,3,3,2
Midscale,Suburban,121.66335567017927,59.656691967727276,4,3,4,3,3
Upscale,Suburban,163.62902717004073,80.4699719570088,4,2,2,3,3
Midscale,Resort,174.9831333528974,83.69811614914232,3,3,5,4,5
Upscale,Suburban,140.45169144002665,88.80221810401731,2,4,3,4,3
Upscale,Urban,184.02803709531713,82.48134856742219,4,4,4,3,5
Midscale,Urban,156.30338368107428,80.56604503739057,3,3,5,1,3
Midscale,Resort,185.95196427795474,90.47963092285343,5,5,3,2,3
Midscale,Resort,168.45852756912572,72.84698219674137,3,4,4,3,3
Budget,Urban,117.73474563789556,75.98580256600384,2,3,3,3,3
Upscale,Urban,211.0015289616138,81.33354561737468,5,5,4,2,3
Budget,Resort,135.23272487671704,99.13673531381113,3,4,3,3,4
Upscale,Suburban,154.40705831305982,80.47694587697079,4,3,4,4,4
Midscale,Urban,135.89140204238515,67.58077930081721,3,3,5,3,4
Midscale,Suburban,125.5498458096551,79.69327366821487,3,5,4,3,3
Luxury,Resort,268.6154044094865,69.28438647576249,5,5,4,1,5
Midscale,Suburban,106.70040606930903,63.11674488385732,3,5,2,3,4
Midscale,Resort,157.7048247948945,88.41486987576032,3,4,5,3,5
Upscale,Resort,170.3297748302272,65.08445156852136,3,4,4,3,4
Midscale,Suburban,118.35472245017338,59.068520903586645,4,4,3,3,2
Upscale,Suburban,174.25017106440498,72.26770290284865,4,4,4,2,3
Upscale,Resort,208.4724158240467,72.01203368635348,3,4,4,1,4
Luxury,Suburban,274.8516799986092,84.12657085197623,4,5,5,2,5
Upscale,Suburban,155.60544077076912,73.82583986215238,4,3,5,3,4
Budget,Suburban,84.46998091960715,99.8433113568405,2,5,2,3,1
Budget,Urban,113.31495320595576,87.86661398689247,3,4,2,3,3
Midscale,Urban,159.61697644625494,56.4353949259138,5,5,4,3,3
Midscale,Resort,170.44280217041,80.01138607152905,5,5,4,2,5
Budget,Resort,115.21798548839637,70.4955413692717,3,5,5,4,2
Budget,Suburban,84.08383122901239,81.11850234093785,3,2,2,2,4
Upscale,Urban,196.3380585203301,67.69200379416769,4,5,3,1,5
Upscale,Suburban,166.08805350420099,71.44368962957088,3,4,3,3,5
Budget,Resort,137.98975624787798,76.22547338654846,4,3,2,3,3
Midscale,Urban,159.31832450587783,80.46916930262344,4,3,5,2,4
Budget,Urban,99.78692839309433,57.44330987359638,2,2,3,4,4
Budget,Suburban,60.27327112545622,68.48469056786995,3,4,3,4,3
Midscale,Urban,173.20583385319227,56.52689697767691,4,5,3,3,4
Luxury,Resort,281.3253138065555,86.65966709840477,5,5,5,1,5
Midscale,Suburban,100.5933710508583,67.37052295518266,4,5,3,1,3
Luxury,Suburban,206.3440413280449,92.05896220439361,4,4,5,2,4
Midscale,Suburban,116.74973708273674,86.48857224413236,4,4,4,3,2
Budget,Urban,109.67876468311252,66.57004739596255,4,3,3,1,3
Midscale,Suburban,81.54868497071743,76.78372851254304,1,3,3,2,5
Midscale,Suburban,76.29113776163567,84.75387319340021,3,2,2,3,2
Budget,Suburban,74.60492798846535,77.6099939777585,3,2,3,1,3
Luxury,Suburban,209.52750861672484,67.27832397774799,4,5,5,1,4
Upscale,Suburban,193.71538249957678,58.003395935708326,4,3,2,3,4
Midscale,Suburban,82.32001489817483,75.74481875106882,3,3,1,2,4
Budget,Suburban,31.277422137422185,64.0618572665383,2,2,3,3,3
Midscale,Urban,138.2538014972401,89.25859123203705,4,5,5,3,4
Upscale,Urban,201.7001272605379,69.86182098482003,4,5,4,1,5
Luxury,Suburban,233.9220286437435,85.86145764261127,4,4,5,1,4
Budget,Urban,96.9785090678802,83.242313927985,4,3,3,4,4
Midscale,Suburban,119.47002063316859,82.74016945043715,4,2,2,2,5
Luxury,Resort,260.79035890140733,63.55093951427476,4,4,5,2,5
Upscale,Urban,195.67479833607018,63.09657810620854,3,5,5,1,4
Midscale,Resort,139.15781833069255,70.63831928188428,3,5,3,1,3
Midscale,Suburban,89.89012863185046,84.01788017758383,1,3,5,4,3
Upscale,Suburban,162.66788671479677,88.93011789925907,3,4,4,3,4
Budget,Suburban,80.28662271287693,91.79003561253836,1,3,2,3,2
Midscale,Urban,118.27196087389372,65.4374592360713,4,4,4,2,5
Budget,Suburban,31.225561188012506,64.71695307979907,3,4,3,3,2
Upscale,Suburban,134.34125055810964,75.12953319697651,3,3,3,3,3
Luxury,Suburban,179.99492530361135,89.66774055091717,3,5,4,3,3
Luxury,Urban,263.2254296333272,61.391222979199455,5,5,5,1,5
Budget,Suburban,84.6192192565768,61.1564541202608,3,3,3,4,3
Luxury,Urban,305.04822862933685,99.69267320300536,5,4,5,1,5
Luxury,Resort,257.6317904653198,88.14499889284464,5,5,5,2,4
Luxury,Suburban,218.186554680211,57.37164571138793,3,5,4,4,5
Upscale,Suburban,157.28727997950244,87.02261034025463,4,5,4,3,4
Budget,Resort,125.93957586765595,78.89659639532846,3,4,2,1,3
Budget,Resort,100.04129214048223,67.01181828849937,3,2,3,4,3
Luxury,Suburban,253.23330449158695,80.07245353045563,4,4,5,1,5
Midscale,Suburban,100.50777099660738,80.37936741056218,4,4,3,3,3
Upscale,Suburban,184.62926436221596,80.9108062829769,3,4,4,3,5
Luxury,Suburban,189.26954231930898,85.52747720516699,5,3,5,1,5
Luxury,Suburban,225.94413336675976,94.40728707218821,4,5,5,2,5
Luxury,Suburban,238.6443682730552,83.44690019981425,4,3,3,1,5
Upscale,Suburban,147.69522689061608,61.101465890410516,2,5,4,3,4
Upscale,Urban,178.03283075446805,77.73710816093138,5,3,5,2,5
Upscale,Urban,174.05664349724822,53.20476542185647,4,4,5,3,5
Upscale,Urban,192.58551767103188,75.27674947516965,3,3,5,1,5
Luxury,Urban,291.557458981542,73.67164279231217,5,5,5,1,5
Midscale,Suburban,84.39252221583612,64.12083715591288,2,3,4,3,3
Upscale,Suburban,157.52491352377305,70.14832779521505,2,3,5,2,3
Upscale,Urban,177.9358283841166,100,4,5,2,2,5
Midscale,Urban,175.3300805368665,67.01621607163302,3,5,3,2,5
Upscale,Suburban,208.19320456004755,69.21086283072931,3,3,4,2,4
Luxury,Suburban,242.51832819597695,75.8899321661933,5,4,4,1,5
Midscale,Suburban,111.65777187781681,70.62633620921484,3,3,3,2,2
Upscale,Resort,244.15624507470483,100,5,5,4,1,5
Luxury,Urban,248.45962170904593,79.6776731746662,5,5,5,3,5
Upscale,Suburban,158.57949046324111,74.84478337411242,4,2,3,1,4
Midscale,Suburban,136.2557144786366,70.76673156539678,2,3,5,2,3
Luxury,Suburban,232.64284338493724,90.56367999819237,5,4,5,1,4
Midscale,Suburban,98.1146788340487,71.80439128283291,4,3,3,3,4
Upscale,Suburban,164.62465879613555,81.28517522241471,3,3,3,2,3
Luxury,Resort,268.8091543623253,81.84110082609388,5,5,5,1,5
Budget,Urban,146.74796057216932,60.25566621278374,4,3,3,4,4
Luxury,Suburban,220.41940982268275,70.70414352202215,4,4,5,1,4
Budget,Urban,123.51906455889197,74.95225157762557,4,2,4,1,4
Budget,Resort,120.02850948495055,86.83222459190745,4,3,3,4,2
Luxury,Urban,293.2587759183672,84.84728160780566,4,5,5,1,5
Upscale,Suburban,183.2681086827848,78.63670861987858,5,5,5,2,5
Upscale,Urban,173.78107681112255,68.8996084311927,5,4,3,1,5
Upscale,Resort,217.05143988680354,87.94293413863579,5,5,5,1,5
Luxury,Suburban,226.35458929676267,88.52435350315265,5,4,4,3,5
Budget,Resort,132.56957145383228,72.08480316828903,1,3,4,2,4
Budget,Resort,118.84097723459001,82.47787179441096,3,4,3,1,3
Upscale,Urban,201.7583663314604,75.65422962766564,5,5,5,2,4
Luxury,Resort,277.07552239798713,83.21073064981091,5,5,4,2,5
Upscale,Resort,233.89106006504733,87.61159004898276,5,4,4,2,5
Luxury,Suburban,237.82917358069838,85.1436617085336,5,5,3,2,5
Upscale,Suburban,127.10336432862783,67.56045765327995,4,4,3,3,2
Budget,Suburban,69.48175801406093,76.56126964859443,3,3,5,4,2
Budget,Urban,91.58342738166573,68.41209222734746,2,3,3,3,4
Budget,Resort,147.91091846606938,74.01092355976067,3,4,3,3,4
Budget,Urban,71.20826657848157,63.827143704680964,4,4,5,3,4
Budget,Suburban,18.875125807453088,70.51440320559684,2,3,3,3,2
Upscale,Suburban,171.69188324118383,85.59164199960215,5,3,4,3,3
Luxury,Urban,283.54905160306674,78.21734493549832,3,5,4,1,5
Midscale,Resort,171.3227589029176,84.06008484342726,3,5,3,2,5
Upscale,Suburban,193.8195662628713,76.72449464092094,2,5,5,2,5
Luxury,Resort,302.548892192625,87.69217598279083,5,5,5,1,5
Upscale,Suburban,136.7422467104804,59.92770608185177,4,2,5,4,3
Upscale,Resort,233.2631248586706,86.42975129020708,4,3,5,1,4
Upscale,Resort,195.28058397902592,71.29526583464565,5,5,4,2,3
Budget,Suburban,97.62718895113508,69.52427700532179,4,3,3,3,4
Midscale,Suburban,134.8220476908085,77.98592331640177,4,5,2,3,4
Midscale,Resort,158.75529899635745,81.26558333152803,3,4,4,3,5
Luxury,Suburban,256.6984289586645,75.31562091798368,4,4,3,1,4
Upscale,Resort,203.30256194522812,67.81334889155667,5,4,4,1,5
Upscale,Urban,215.27513997705844,71.67274312034529,4,4,3,2,5
Midscale,Resort,102.33913624524106,61.426024163449185,4,3,3,4,4
Budget,Suburban,43.715193021542134,82.98062515405007,3,1,4,4,3
Budget,Urban,103.68893561379724,77.95625732963448,4,4,3,2,2
Budget,Resort,107.23350825679432,74.16743856567881,2,3,2,3,3
Upscale,Urban,123.30104408519526,64.57590977071068,4,4,2,1,4
Luxury,Resort,259.11923439056034,88.96163677146751,5,5,4,1,5
Budget,Suburban,110.3489646448367,76.3138850640146,4,3,4,3,4
Midscale,Suburban,79.78052774819045,55.93246521717337,2,4,5,4,2
Luxury,Urban,264.17345102900174,76.69028114098943,5,5,5,1,5
Midscale,Resort,147.65253386940665,72.71808899154972,4,2,3,1,5
Luxury,Urban,260.45790004397867,77.17529007923306,5,4,4,2,5
Midscale,Urban,135.56587630757699,75.72316690286513,3,3,5,2,4
Budget,Urban,96.60214404645609,77.78730195252878,5,3,1,3,3
Midscale,Urban,136.9372961207551,87.43380604003144,4,4,4,2,3
Upscale,Resort,155.57516026437656,75.08723924511223,3,4,3,1,4
Upscale,Suburban,160.0139896156281,70.09997102742167,2,4,5,2,3
Luxury,Resort,283.20879912121177,69.45336063662603,5,5,5,1,5
Budget,Urban,110.30841718961571,77.76880932202657,4,4,4,2,2
Luxury,Resort,314.1809793231619,78.29189544328182,5,5,4,1,5
Upscale,Suburban,160.91900350497116,82.55174782568989,4,3,3,2,5
Upscale,Suburban,166.76929739979667,67.96675642149404,3,4,2,3,4
Upscale,Suburban,124.30859225563326,72.02183570194246,3,3,3,3,3
Budget,Urban,102.48936702314167,61.52112561636286,4,2,2,2,4
Midscale,Resort,121.11370304105853,80.389890132799,3,3,3,4,5
Midscale,Resort,209.9622326255851,76.35437420848922,5,4,4,1,5
Midscale,Resort,151.0744357788049,100,3,4,3,2,4
Luxury,Suburban,238.8040222506587,75.17582979866268,5,5,4,2,5
Luxury,Suburban,241.03339496074895,71.51381819506011,5,5,3,3,5
Midscale,Suburban,77.3126754561319,92.72279705397301,3,5,4,2,3
Budget,Resort,131.67202143499173,94.55149871286542,2,4,4,2,2
Midscale,Urban,113.17750137585458,89.86890481483343,4,4,4,2,4
Budget,Resort,131.46264168733006,78.4579456588077,3,3,4,3,4
Midscale,Urban,124.52987272793312,82.33887047225777,3,2,3,3,3
Luxury,Resort,263.0015652118848,89.78878819952959,4,5,5,2,5
Budget,Urban,110.35515455243541,85.68663292013063,3,3,2,2,4
Midscale,Suburban,119.16068214367304,68.11173108481289,3,3,3,3,4
Budget,Resort,113.77733338761423,66.64172444345974,4,3,4,3,3
Upscale,Resort,191.59176438693203,88.54033879616517,4,5,5,1,4
Midscale,Resort,164.85014388587157,64.86096791910632,3,4,3,2,4
Luxury,Resort,278.7811554529979,85.0401800973462,4,5,4,3,4
Budget,Resort,143.98751199682374,68.41434160481714,3,4,5,2,3
Budget,Urban,84.19790160231322,93.84515276243886,3,2,3,3,4
Luxury,Suburban,226.92331314956564,88.82305672667601,4,4,4,3,4
Budget,Suburban,126.76958042005509,80.34757955866466,4,5,3,3,3
Midscale,Resort,127.90208935925375,77.07806539640589,3,4,4,3,5
Luxury,Suburban,237.9312855590064,71.42288834740742,4,4,5,2,5
Budget,Suburban,80.26626285577737,68.42881495160549,3,3,4,3,3
Luxury,Suburban,218.77773750279135,79.73382880943909,4,5,5,2,5
Budget,Resort,102.25809842428157,76.3179594572595,2,3,2,3,3
Upscale,Suburban,123.56989847398637,78.20667680380215,3,4,5,3,3
Luxury,Suburban,194.56008874989922,51.769717288047296,5,3,5,3,5
Midscale,Resort,153.39948273698207,79.67441608500572,2,5,5,2,3
Luxury,Suburban,261.3196702261449,86.30826270191251,4,5,4,1,5
Upscale,Suburban,161.34269210246572,87.47833459986472,5,4,3,1,4
Luxury,Urban,298.64299267811157,97.5900049120707,5,5,5,2,5
Upscale,Resort,194.94409278088537,86.56857758610178,4,4,4,2,5
Upscale,Resort,224.46506500578278,89.1248418369172,2,5,5,1,4
Midscale,Suburban,113.10996514589638,70.30332941064827,4,3,3,2,4
Budget,Suburban,79.06625227305577,67.69556545861869,3,4,3,2,5
Upscale,Resort,215.13503844772308,69.95545662518518,5,4,3,2,4
Midscale,Urban,159.4431893405166,92.71659362340122,3,4,4,2,5
Budget,Urban,99.80670421399212,53.53558446906502,2,3,4,2,3
Upscale,Resort,234.21255872807407,81.93582680041098,4,5,4,1,5
Midscale,Urban,152.2546229358058,76.49000360516499,3,4,3,3,5
Upscale,Urban,189.76156699165855,82.0293127579455,3,5,5,1,4
Upscale,Suburban,157.17975031155564,84.69515392345001,4,4,3,5,3
Luxury,Suburban,198.08321972014912,64.3111049568654,4,4,4,2,4
Upscale,Urban,173.78498502452118,84.94250179679484,4,2,3,3,4
Upscale,Urban,183.41731092550936,81.35560163091925,3,4,4,2,5
Luxury,Urban,283.39085772673093,80.69012342894787,5,5,5,2,5
Luxury,Urban,279.78297547616194,76.67196824981342,5,5,5,2,5
Midscale,Resort,139.84312468058693,79.51024212893203,4,4,4,4,5
Luxury,Resort,268.09193191771976,73.18139742257493,4,5,4,1,5
Upscale,Suburban,203.42848497567368,82.13563425808053,4,4,5,4,4
Luxury,Suburban,194.6870726325946,77.87485006001977,4,4,4,2,5
Upscale,Urban,194.48380157941833,61.21647949659135,3,3,2,2,3
Upscale,Urban,196.9413989893648,95.21333425398058,5,3,4,1,5
Midscale,Urban,127.45741941480759,96.01164510934987,5,4,2,1,4
Budget,Suburban,35.68773852301973,82.06691016332505,2,3,3,3,2
Budget,Suburban,60.16206372184684,68.27226411673749,3,3,3,4,4
Luxury,Suburban,297.21310826423314,75.99807496628591,5,5,5,1,5
Luxury,Suburban,227.25583056192374,89.98790085830949,4,5,5,1,4
Midscale,Urban,134.4219758448709,84.78119362422682,4,3,5,2,4
Midscale,Urban,144.48417320719446,86.7463406471044,4,3,5,4,4
Upscale,Resort,180.77960149480498,74.55656697935866,3,5,4,1,5
Budget,Suburban,88.77991317999727,85.05644801216211,3,3,3,4,4
Budget,Suburban,87.98490257457108,91.36087710208793,3,3,1,3,3
Budget,Resort,111.2963706148888,76.12015544056034,3,4,4,3,3
Luxury,Suburban,231.48334614835994,81.11585876368235,4,5,5,2,4
Budget,Suburban,57.37403804789451,72.64944520413462,4,2,2,3,4
Budget,Suburban,87.24729328568432,61.70182470918209,3,3,2,3,3
Upscale,Resort,168.5305306669425,65.15831616113356,4,4,5,4,4
Luxury,Urban,254.4437250441565,74.3363589573313,4,5,5,1,4
Midscale,Urban,155.58554137914183,80.8551417629941,3,3,3,4,4
Upscale,Suburban,202.18341095861237,80.71524712021187,4,4,4,2,5
Midscale,Resort,137.28746246229707,87.67545046167999,4,3,3,3,4
Budget,Resort,92.03444759100356,64.77302897181852,3,4,4,3,3
Budget,Suburban,67.29472474836683,71.59919086364822,3,3,3,3,3
Luxury,Urban,258.5620191117856,75.60741016166921,4,5,5,1,5
Midscale,Resort,178.95105629788537,79.15306677494338,4,4,4,2,3
Budget,Urban,97.14029732465767,80.15946750852213,3,2,4,1,1
Budget,Suburban,55.64954291426102,89.14560716375375,3,4,1,5,3
Upscale,Urban,237.24848113159644,96.12432234652503,3,5,5,1,5
Midscale,Urban,131.77117400021342,93.80049594158245,3,2,4,3,3
Luxury,Urban,282.0219460795341,87.5068291023709,5,5,5,2,5
Budget,Urban,118.61040844148184,92.77809165055355,3,3,4,4,4
Midscale,Urban,129.00643231030477,64.10156770242934,4,5,2,1,3
Luxury,Resort,321.5609089593934,84.34426195197472,5,5,5,1,5
Midscale,Resort,131.1050338312767,89.74174125348202,4,1,3,3,4
Midscale,Suburban,86.55653153049379,70.52363459472899,3,3,3,4,3
Budget,Resort,149.17804497612016,80.72749499949992,4,4,5,3,4
Midscale,Resort,121.06354401395026,82.46674183790277,3,4,4,2,4
Budget,Resort,135.9339299721043,73.32400692105395,4,3,3,2,5
Luxury,Suburban,234.9362378866647,91.91665922998246,5,4,4,1,5
Upscale,Resort,228.48683301906763,84.5764204232399,5,5,5,2,5
Luxury,Urban,279.5358973080048,73.2846949166512,4,5,5,2,5
Upscale,Urban,173.36122702535985,88.72006873047064,3,4,4,2,5
Budget,Suburban,52.889442264925336,59.788437129222885,3,2,2,5,2
Midscale,Resort,180.35739033949093,86.6424155677689,3,4,3,2,3
Upscale,Urban,212.20960065834385,70.46667856986858,4,5,5,2,5
Midscale,Resort,132.1582066628357,81.37708337737747,4,3,4,4,4
Upscale,Urban,159.20270764211165,80.78864843841433,4,4,5,2,4
Luxury,Suburban,203.1335044752671,89.87584108394432,5,3,4,1,5
Budget,Resort,119.63052349276415,78.95959750899235,4,5,4,3,2
Luxury,Urban,259.47349090283575,88.8645464981015,5,5,4,2,5
Luxury,Resort,338.1897971069535,76.40537880533564,4,5,5,1,5
Upscale,Urban,203.43946544424105,77.22269537360405,5,5,4,2,5
Luxury,Suburban,226.22665593350834,89.62773742438698,4,4,5,3,5
Midscale,Urban,126.80149501251425,66.66461536241185,4,3,3,3,4
Upscale,Resort,196.62358815748027,67.66395295766945,5,2,3,1,4
Upscale,Urban,174.50321867263128,75.36790782679041,3,5,4,4,4
Upscale,Resort,182.64632113538818,76.08965634992143,3,3,3,4,4
Budget,Suburban,74.36911027460928,72.99755205749715,3,3,3,4,2
Budget,Resort,40.27034733912427,94.78999211736209,2,3,3,4,3
Midscale,Urban,110.76389395333048,59.39647459907569,4,4,3,3,4
Luxury,Urban,284.7890874961684,72.21199275649889,5,5,5,1,4
Upscale,Resort,213.72992320836528,70.31510866261425,4,5,5,2,4
Budget,Urban,113.8657767605833,89.02100210158864,2,4,3,2,5
Budget,Urban,85.25773243791024,85.91208322303015,4,3,3,4,4
Midscale,Resort,195.2391138301612,68.47494833186408,3,4,4,3,4
Budget,Urban,92.56390806449654,63.02158742104684,4,5,4,4,4
Budget,Urban,114.68387032623865,71.27860258704293,4,3,5,3,4
Luxury,Resort,280.34183191796603,61.27343302136026,3,5,4,1,5
Midscale,Suburban,121.97736292191296,79.80481750443093,2,3,2,3,5
Luxury,Resort,268.96365368679756,79.98191564110589,4,4,5,3,5
Budget,Suburban,101.10019513739888,56.875028094511805,4,5,3,3,5
Upscale,Urban,177.05915663923645,74.70322501355813,3,3,2,4,5
Budget,Suburban,141.49841584598687,75.20916917120711,3,5,4,2,4
Midscale,Suburban,105.95678162341257,82.60344235311386,3,3,2,4,4
Upscale,Urban,193.15316234514373,77.17954480494366,2,4,3,2,3
Midscale,Urban,124.49640993119839,67.85088097751382,4,3,4,3,5
Budget,Urban,118.32571562517693,68.32060108254286,4,3,2,2,4
Upscale,Resort,214.72198700237894,92.10779851496653,4,5,5,1,4
Luxury,Urban,275.88328313095775,78.00307856219564,4,5,4,1,5
Midscale,Resort,177.82926773237838,80.09623591717298,5,3,4,3,4
Midscale,Urban,120.77780646376962,78.891173527344,4,3,5,2,4
Budget,Suburban,90.64665942432771,78.06653557446302,3,3,3,4,2
Midscale,Urban,110.25281555496235,59.392513952550395,4,4,4,4,3
Luxury,Resort,283.8340757117658,88.2253682925655,5,5,4,2,5
Luxury,Resort,302.81555418392725,93.98901410583447,5,5,4,1,5
Luxury,Suburban,190.21338937225144,98.16138671590748,4,4,4,2,3
Upscale,Suburban,148.9650097851817,62.783682998666066,4,3,3,2,4
Luxury,Suburban,219.92597618130736,67.37016118896858,5,5,3,3,3
Luxury,Suburban,178.44243204592848,81.54557225419565,4,4,3,2,5
Budget,Resort,114.93587809504176,69.53216168279835,4,5,5,3,4
Luxury,Resort,315.18971723926234,95.11921379785845,5,4,5,1,5
Midscale,Resort,124.81514827511896,59.86646691547128,4,3,2,3,4
Midscale,Urban,112.51370739581276,78.21985234360675,4,2,4,5,4
Luxury,Suburban,220.17311267356604,82.67325251159615,5,5,4,2,5
Upscale,Suburban,158.51342389031433,85.18551494871554,3,2,2,3,5
Budget,Resort,122.62313518143085,83.93437961728658,3,3,3,3,3
Upscale,Resort,214.7248804524575,79.70931554488747,4,4,2,2,5
Luxury,Suburban,223.04493871130637,62.37067382213115,5,4,2,3,5
Budget,Resort,178.9799229338683,80.46055399664237,4,4,3,2,3
Budget,Suburban,58.80913652874544,76.13658495659647,2,4,4,3,4
Luxury,Suburban,196.61608250527863,59.38814210337646,5,4,3,2,4
Midscale,Resort,120.88046284964463,86.0752840656799,3,3,3,3,2
Upscale,Suburban,155.01301107232158,77.28444103258441,4,4,4,2,3
Upscale,Urban,176.5079070858183,65.8963320448718,4,3,3,1,4
Budget,Urban,126.23921800886623,77.78176717441826,2,4,4,4,3
Midscale,Urban,135.32021421044993,84.97513750139373,5,3,2,3,4
Luxury,Urban,261.9800514919906,86.31572390631939,4,5,5,1,5
Midscale,Resort,119.55867502559502,70.72891637793116,3,3,3,3,3
Upscale,Resort,204.00155041711014,100,4,5,5,1,5
Luxury,Suburban,223.20282690992522,77.06245185219885,5,5,4,2,4
Luxury,Urban,224.92408727441276,82.32154234020773,5,5,4,1,4
Luxury,Resort,257.1762087492876,85.06185814920248,4,4,5,1,5
Midscale,Resort,138.17021113276795,84.98669402916941,3,5,2,3,4
Luxury,Resort,300.6798294460696,90.49171435079947,4,5,5,1,5
Luxury,Resort,293.950672062855,81.5654771624603,5,5,5,2,5
Midscale,Resort,177.36062374937762,75.77355074782993,3,4,2,3,5
Budget,Suburban,105.14553826835021,63.407510218144935,3,2,4,3,3
Budget,Urban,91.96513523735396,77.84245092610212,3,3,2,5,4
Budget,Urban,129.57642275378157,82.318827258127655,3,5,4,2,3
Budget,Resort,113.35663315996001,70.32470093036409,3,5,2,5,2
Budget,Suburban,98.90449671104886,82.48720275248058,1,4,5,4,3
Luxury,Suburban,198.67384939762366,78.57072309913693,4,4,5,2,5
Budget,Suburban,54.89492597890758,77.43928371175498,1,2,3,3,2
Upscale,Suburban,182.8353990191543,69.89257448246829,4,3,5,2,4
Budget,Suburban,111.43640869682113,85.17218903440282,3,3,4,4,3
Upscale,Suburban,159.02806040413734,63.45743788764311,4,5,3,3,3
Budget,Suburban,61.717713695397904,93.45054025010563,4,3,2,4,2
Budget,Suburban,85.65167102054535,71.64067556092029,1,1,2,5,4
Budget,Suburban,66.98391038495372,58.63256544146813,2,5,1,1,2
Upscale,Resort,210.3406424596124,67.96894301616877,4,4,4,1,5
Midscale,Suburban,116.30533711117148,54.64549059866253,4,4,3,3,5
