adr_usd,review_score,dist_center_mi,room_count,service_score,repeat_visit_intent
186,7.75,6.3,156,44.6,129.16386027232298
117,7.2,10.4,331,44.2,126.73697661749914
108,7.38,10.2,329,36.6,108.45499717438494
72,7.43,6.4,199,32.7,101.93592688281056
83,6.93,12.7,358,41.7,120.9295225167395
167,7.66,12.6,337,33.7,101.3021534916326
216,8.47,2.2,402,33.6,108.91032441651852
240,8.81,5.2,231,35.2,118.57940856828672
144,7.8,7.9,354,39.2,121.78718013812852
174,8.74,5.3,351,52.8,149.6131906467003
186,8.51,5.3,248,59.9,160.62278209877272
180,8.25,5.8,215,36.3,114.18091483898088
269,8.75,1.8,472,57.6,157.64445120810595
144,7.52,7.2,159,46.6,133.70563456458297
249,8.61,3.1,370,54.4,150.2370346885939
199,8.26,8.1,330,57.7,157.44582319041749
225,8.45,2.1,343,49.5,142.48970014913738
194,8.79,7.2,237,37.9,118.2349796786083
222,7.7,2,435,54.7,149.60304936301236
153,7.89,7.6,268,39.7,117.3541400581674
117,7.26,5.6,436,40.1,117.76047965930796
164,7.96,11.8,319,48.5,138.9933232662071
196,7.58,4.3,191,35.4,106.72311415523356
201,8.42,5,147,60.3,164.9159900819592
224,8.42,4.6,361,35.3,111.72093425757517
187,9,2.3,353,36.2,117.98870677687394
164,8.18,5.8,274,52.7,146.70367494457756
186,8.17,5.4,278,60.5,160.9956072273236
212,8.29,6.2,487,50.8,143.58620573999556
222,8.07,5.6,235,39.7,117.28913814915232
209,8.52,2.9,206,50.5,143.32772625563007
186,7.66,3.3,300,47.1,134.15158166333035
94,6.91,12.1,358,56.4,143.00175070154137
235,8.57,2.4,135,51.4,142.6741476252835
238,9.1,3.7,307,32.1,107.37612488480606
99,7.27,8.6,231,50,133.17182061170914
187,8.65,7.9,361,44.6,133.2891660785927
189,7.67,11,367,38.8,113.96414330048796
225,8.58,3.5,182,51.2,140.97090582934206
136,8.03,6.9,264,78.4,195.67486246983913
214,8.88,5.2,379,30,103.6187294970504
274,9.55,1.9,411,44.2,137.8635709475562
107,7.33,11.5,272,40.1,114.64249572800232
252,9.41,4.8,257,64.4,178.1725785114774
197,8.2,6.7,262,36.5,114.79672543125722
263,8.92,1.5,397,48.9,143.1247043152711
208,8.77,4.1,167,40.2,122.544948659371
220,9.2,1.3,180,39.4,128.70733575979608
174,7.58,8.5,160,50.4,138.37145833580567
184,7.38,4.9,332,71,175.25020483164334
203,8.59,7.4,238,61.7,165.94228705721503
226,8.52,3.9,243,61.2,161.1311118585359
186,8.51,5.9,208,63.6,169.12897976842666
234,8.58,5.1,387,48.7,139.45554599362077
191,8.42,7.8,397,36.1,115.66365938080683
168,7.68,2.1,169,40.5,121.418992371475
174,7.29,10.4,330,40.3,115.59779007019768
175,7.9,5.3,397,50.2,141.51221773675005
123,6.99,8,195,48,133.7986462193375
200,8.21,1.4,497,75.2,189.88171199031473
166,8.24,4.6,315,37.8,115.49519126700132
220,8.74,3.9,556,54.9,154.80155672630735
114,6.78,9.5,324,43.7,121.66609593988788
100,6.53,8.9,190,35.9,105.54754992088856
177,8.19,7.4,333,40.3,124.35936858909513
236,8.29,4.9,268,63.9,170.02416623915278
219,8.96,5,295,41.2,129.30340254035076
98,7.11,10.1,270,51,138.7958109246744
119,7.79,8.1,274,43,125.8172407796177
103,7.05,9,272,50.4,136.82216887636883
265,9.52,0.2,274,64.3,178.78264660891614
231,8.63,5.2,496,46.8,134.7454802525787
149,8.09,7.4,267,44.2,126.63963454168504
201,8.06,8.2,99,42,125.48389200679443
186,7.78,7.8,318,45.2,129.06062067173377
179,7.95,9.4,380,57,153.89801042336993
196,8.11,6.7,345,40.1,122.2325547543428
274,9.01,2.6,506,39.6,125.75659009569816
165,7.68,6.8,222,49.2,136.27465899327646
125,7.31,5.6,93,50.1,136.1249122620058
187,8.24,5.6,282,49.8,140.94719721801576
188,8.68,4.7,368,43,131.5260355785895
186,7.65,4.5,315,39.4,117.902040973358
175,7.82,7.6,416,30,101.96601502164638
185,8.28,6.3,258,54.5,150.38472625916006
121,6.95,8.3,283,36.6,110.20133521044151
160,7.63,8.7,318,30,99.91600462203448
148,7.3,4.2,411,43.8,125.32416692180014
151,7.79,3.2,150,59.9,159.57940141355692
198,8.36,0.6,276,39.4,120.04023520571496
243,9.02,5.1,251,37.8,120.48192498166152
169,7.94,3.9,280,59.9,159.95879099141695
212,8.62,3,258,38,119.19777778135855
177,7.54,9.2,231,55.7,150.98644893677246
127,7.54,8.1,111,53.4,144.28136575362714
218,8.19,4.2,442,33.3,107.40924615682432
223,8.22,1.2,311,40.9,121.93136182486867
191,8.49,4.8,484,51.2,144.57332734291336
213,8.75,3.8,496,60.8,165.2124687153923
147,7.42,7.3,307,56.3,145.07252845220117
243,8.78,2.1,429,33.2,107.57033660557136
220,8.22,5,425,52,144.95502618009607
188,8.42,1.3,149,43.7,128.969432450271
105,7.21,11.3,320,43.7,121.04826134358512
99,7.35,8.5,243,60.9,154.56692364791397
165,8.21,4.8,143,55.5,151.34126156017317
207,8.29,3.6,319,44.2,131.15699153138854
173,7.25,3.2,257,50,139.79647726385514
163,7.39,9.3,197,38.4,113.67308641258133
237,8.81,8.4,354,48.4,143.83636968125543
154,7.74,7.9,220,66,170.86604431527192
142,7.44,8.4,318,64.5,166.4310642085191
129,7.16,8.7,355,39.1,114.6496506266975
186,7.99,4.4,427,49.8,137.80884550947818
126,7.82,6.6,313,43.9,126.79656357421024
275,9.24,0.2,480,64.8,177.6168953975845
155,7.88,6.4,219,50.2,138.30054842629562
126,7.93,8.1,361,50.5,140.00678786022408
253,9.09,3.6,370,53.3,149.7544584990815
180,8.32,9.9,199,39.7,121.70870439289872
187,8.52,6.8,169,66.2,175.84959956477803
201,7.78,1.5,201,48.5,137.19669470244816
223,8.33,4.8,288,55.5,150.2103799369662
60,6.68,13.7,269,55.8,145.21447006950953
280,9.44,0.2,294,47.4,140.1118846167003
158,8.23,8.6,384,30.2,101.54923070256795
231,8.79,4.1,353,53.4,153.43524784001215
156,7.61,6.1,196,43.3,123.64294942613144
191,7.73,4.5,414,40.6,121.28336664187766
129,7.46,8.6,325,43.5,122.8006628318326
199,9.1,7.8,323,50.6,145.74294357909938
194,7.9,2,474,51.7,143.77744350117325
206,8.47,0.4,306,39,118.99177545908424
183,7.87,8.4,359,36.3,108.54407032970911
200,8.33,6.7,250,54.7,153.58033687042666
143,7.34,5.6,225,44.1,125.6207144757597
109,6.89,11.3,386,33.5,100.2827211188798
204,8.95,2.7,209,63.2,167.16184242533882
269,9.34,2.7,397,35.8,122.1044195427986
248,9.1,0.6,327,37.7,127.68074164254308
253,8.39,1.3,296,46.2,134.76496081471095
140,7.19,5.1,295,38.4,114.44961329502236
238,8.34,5.1,255,40.7,125.54912062414832
215,8.48,6.8,338,47.2,135.3963911329228
271,9.62,0.2,213,37,121.39760754088692
167,7.94,7.8,204,56.2,148.64575792670962
173,7.74,8.8,236,52.6,142.42684353545627
171,8.1,6,265,40.4,122.54481956577224
182,7.54,8.5,278,67.1,171.31856802151825
166,7.83,8.2,115,44.1,126.92157693163384
200,8.26,7.5,395,40.5,122.07488089699496
201,8.55,9.9,459,56.2,151.4226660350088
170,8.4,4.7,241,50.5,144.67525986846334
219,8.78,5.8,364,43.8,128.61301422212915
241,9.02,0.5,246,57.2,159.0828596751687
172,8.28,6.1,351,43.6,127.72287307588232
257,8.49,6.1,545,45,132.0128123662876
128,7.7,8.7,165,39.7,120.81993188947158
200,8.62,7.2,327,54.5,150.93588016416925
129,7.25,11.7,270,33.1,100.88380480857622
179,8.38,6.3,189,46.5,131.8606920101123
208,8.33,6.7,436,54.9,149.83860383677748
286,9.1,0.2,301,40.9,124.96763058526452
162,7.77,4.7,362,49.2,138.06589239249658
229,8.52,2.1,413,36.8,114.47399150798424
185,8.44,7.6,282,49.1,141.00808407005627
207,8.39,7.1,257,37.3,116.25714502430417
158,8.05,6.7,154,43.1,123.5828756401784
114,7.74,5.4,307,51.9,140.9187844285546
245,8.75,4.9,336,45.3,136.12022491011535
180,7.5,8.4,409,40.5,120.30615217190912
141,7.72,7.4,352,45.5,133.61114654860123
226,8.59,0.7,239,35.6,114.14283938320044
191,8.16,5.8,297,39.9,117.60834637203573
156,7.99,8,351,31.4,101.21316594596968
253,8.53,2.4,421,40.7,124.86697700968033
134,7.23,9.1,396,41,121.95027266978946
206,8.12,7.4,277,47.2,135.22001824687945
236,8.99,1.8,285,48.1,143.43077365025695
236,8.36,6.5,373,41.3,125.93616260938452
119,7.26,9.8,313,50.9,135.76381675576533
168,7.35,12.4,459,47.8,132.0077746954703
210,8.68,10.7,295,50.5,147.01052307269538
220,8.37,2.5,445,82.2,208.00219221919184
210,8.5,3.1,313,59.2,161.8275922831356
250,8.9,0.5,353,39,123.45422849075376
169,8.17,6.5,134,43.8,127.4671893995812
181,8.08,1,322,53.8,145.3612293733116
224,8.84,3.1,286,48.3,143.39085158166262
248,8.73,0.2,460,32.7,106.20956101666616
206,7.65,3.4,143,39.4,115.17220816058834
128,7.21,7.7,351,49.8,136.90792998503966
235,8.45,1.3,303,33.8,107.32561090122078
177,8.02,8,372,41.2,121.3962591734544
175,8.13,2.2,288,45.2,128.6844009864351
157,7.27,6,520,33.6,104.7913271154579
209,8.52,6.7,174,46.3,136.0926260332762
168,7.94,9.1,287,50.7,141.9437693865474
107,6.97,13.6,203,34.6,104.93492954429128
159,8.01,7.4,318,49.9,140.96449149275787
162,7.63,7.4,227,40.5,120.42871298394104
271,8.88,4.4,348,39.2,118.86267688665156
115,7.45,11.3,296,39.3,115.55236727728024
284,9.26,0.2,333,31.8,110.1249276251038
86,6.84,10.4,398,70.5,176.6493524052955
205,9.12,2.2,199,45.3,133.82502784798942
266,8.97,0.7,450,36.8,117.45079962036816
225,9.17,0.2,281,39.4,122.50271401849768
199,8.25,4.6,114,43.3,129.96448042541937
255,9.17,1.5,248,54,156.40814516641865
165,7.94,3.5,311,55.2,151.6753534507185
234,8.62,1.2,405,61.7,164.05519323484603
227,8.7,4.1,377,32.9,110.20390423347332
116,7.42,11.3,314,36.5,112.40089837276184
181,7.87,4.7,219,40.5,120.68588196147292
143,7.92,7.5,230,44.4,127.26778133420808
114,7.15,8.3,179,49.7,132.9777635187773
253,9.11,4.1,385,44.4,133.0193944088797
115,7.33,6.2,374,42.5,123.07969671189868
213,8.28,0.2,321,44.9,130.33667779923613
173,8.29,6.3,373,55.4,152.70522987988016
203,7.97,7.5,439,39.9,122.2398915913406
203,8.47,4.8,311,47.6,138.70666988093893
201,7.48,3.2,373,46.2,132.5293455629471
212,8.57,7.8,268,61.6,162.6468403946792
67,7.14,13.6,310,56.2,147.53864744057242
192,8.17,3.9,304,35.2,111.3801360389844
166,8.39,5,204,57.5,158.107178583217
146,7.86,8.5,276,48.2,133.36158675694207
137,6.97,11.7,391,51.4,139.26236971089455
200,8.08,5,323,56.3,153.61478015232467
182,8.45,4.5,241,47.3,137.37761202720944
170,7.48,1.4,248,56,150.4169695832101
61,6.39,12.5,416,39.8,111.317283120246
231,8.44,3.8,321,58.9,161.85109219699822
171,8.04,5,290,44.7,130.89645954746297
175,8.11,5.9,302,43.1,126.4495812516646
222,8.78,0.6,144,45.5,136.9807540386814
219,9.28,0.2,205,41.2,129.38511736989238
161,7.72,4.1,149,39.4,118.73750279887894
184,7.74,4.5,384,36.9,111.31164471675156
210,8.59,0.2,337,39.6,125.31086367397184
230,8.67,0.2,212,42.4,128.14202211130004
114,7.34,10.1,396,46.5,131.39568553778693
188,8.6,5.8,340,38.6,119.99976694821464
140,7.31,8.2,265,65.3,166.59074018603877
156,7.99,7.4,346,45.6,132.71887649056
215,8.67,7.5,374,58.1,156.38076671081765
162,8.34,8.5,344,57.5,157.65673229558806
258,9.23,0.2,424,57.1,161.13713274598965
253,9.06,2.5,552,58.7,157.30934126175097
72,6.94,15.1,148,43.9,123.23675465706653
220,8.8,3.3,414,51.7,143.063164505306
169,7.93,3.1,335,42.5,125.96960875378544
154,7.25,3.1,174,48.6,132.54217253323762
238,8.96,2.2,361,38.7,120.81012634953022
191,8.74,5.1,234,39.8,123.28630739365468
181,7.69,6.3,338,46.5,134.19610408996795
231,8.36,4.9,430,51.3,143.1293538455642
115,7.95,10.3,254,44.3,129.46620658789757
174,8.36,3.7,286,57.4,157.28231573684374
151,7.86,6.1,511,54.6,146.1409627417169
149,7.95,9,268,30,96.26795596533206
76,6.89,14,419,54.8,140.06482845752168
267,8.93,2.3,486,47,139.75254842293575
168,7.92,10.1,334,39.7,118.9305158769374
128,7.07,9.4,342,40.6,120.25114340722124
221,9.37,4.3,393,35.8,119.59735021652608
229,8.86,3.3,230,44.3,134.59939178216518
194,8.21,2.9,450,52.6,148.9187671706699
156,7.76,4.6,259,64.3,166.39856180407003
126,7.01,8.7,150,45.7,127.47019585645698
209,9.05,2,393,46.1,139.1875865404883
152,7.63,9.1,427,58.1,157.08870337600604
246,8.83,5.6,296,34.9,115.47530229265271
203,8.64,6.2,324,48.8,141.64229434607466
123,7.59,8.9,464,63.6,163.41355190545755
120,7.73,5.9,264,42.9,125.9091207219154
149,7.6,8.3,342,55.4,149.80053174483658
162,7.78,4,265,36,112.16850050741382
189,8.1,4.7,484,36.5,114.34729009114452
262,8.8,2.8,326,49.7,142.99632391058
194,8.07,5.2,303,47.6,135.396268203132
129,7.14,11.3,385,36.3,109.67472822656302
189,8.57,1.4,232,49.1,141.3932630138491
124,7,10.7,132,37.8,108.93978285134602
182,7.99,2.8,389,30.7,100.76968176038866
262,9,4.3,97,43.2,128.76174855164697
180,7.9,6.7,196,42.7,122.96593619466218
186,8.28,6.4,400,34.5,110.11077785972896
141,7.54,8.5,267,58.8,151.70373488725016
168,7.54,6.8,335,36.6,107.52291505081683
125,7.43,11.9,313,38.5,116.35513039887218
121,7.14,8.8,298,60.8,156.1467621515771
148,7.65,4.4,341,40.1,114.74661654089702
180,8.41,5,458,43.5,128.82427352114206
173,8.41,7.7,303,36.2,117.09213853444304
153,7.63,9.6,269,34.2,107.8745085938693
254,9.57,1.2,402,39.2,127.13276639670728
118,6.84,7.9,193,38,112.56749182455968
109,6.84,13.7,276,35,102.6569971177982
112,6.75,12.3,317,48.2,131.60937838270408
126,7.24,8.5,281,42.6,120.22582876844228
188,8.38,3.1,96,50.4,142.70152837272502
124,7.44,13.6,442,36.4,114.42893063868026
136,7.83,8.4,470,40.5,122.08886879141852
246,8.68,2.2,340,42.9,130.7360154274344
149,8.04,5.8,250,38,113.98334417636369
202,7.22,4.1,461,47,128.52752816001058
137,7.41,3.4,343,40.2,122.0182329605232
189,8.36,5.1,207,48.8,137.21339847205337
165,7.87,7.9,422,60.8,161.37895875057012
211,8.56,5.5,223,51.3,147.18514211927416
224,8.41,3.1,360,49.8,143.6875159446845
215,8.72,2.9,222,43.1,131.97822402183849
162,8.27,7.2,282,59.4,159.82374202022956
111,6.55,6.8,293,32.8,96.70802660576
195,7.96,4.2,281,55.1,149.3854855340227
153,7.13,6,436,42.8,119.44580398292108
158,8.24,8,323,69.4,181.25413748623
244,8.53,2.5,363,44.7,134.29071005685222
138,8.26,8.3,236,39.6,124.75442710498706
207,8.69,0.2,282,38.3,120.78222876586342
171,8.25,3.2,180,36.2,111.90043724561264
235,8.65,7.8,327,50.3,145.89894972598643
154,7.63,5.3,239,62.9,165.75951778739062
90,6.89,11.8,344,41.8,117.57350260819432
186,8.23,6.5,266,45.1,128.2342901922554
202,8.23,7.1,224,51.5,145.67261979078782
176,8.34,4.9,295,46.7,137.3582887912833
156,7.4,6.6,331,46.9,130.20978433858815
185,8.28,4.8,451,35.4,113.27248563671604
146,7.42,12.8,259,43.6,123.748219050499
125,7.85,10.5,297,48.4,137.41463049027504
63,7.08,15.6,182,39.7,114.56541857057032
182,8.05,5,88,56,151.56064827215988
138,7.47,8.6,323,37.7,112.97324099639442
185,8.54,7.4,255,52,146.1331893700354
148,7.5,7.6,235,61.7,159.71796567109143
142,6.97,5.9,139,56.3,146.81812613751518
244,8.86,3.2,416,63.6,171.48369569534893
196,7.68,5.5,318,50.3,139.41499028143696
152,7.53,11.1,338,53.4,147.5148472432517
222,8.75,0.2,256,49.4,139.83400433809305
149,7.8,6.6,272,31.7,102.00076189889413
236,8.68,4.5,225,36.1,116.86304625556164
193,8.37,2,367,48.3,141.9740418068857
191,8.59,5.5,314,36.5,116.802028725231
164,8.27,4.4,373,42.9,127.1224931670492
234,8.44,5.5,355,41,123.58488618080727
170,8.15,6,183,44.4,130.3786163282166
130,7.22,7.4,303,46.8,131.67811584039276
114,7,8.3,150,39,112.6322833789079
108,7.48,12.1,337,39.4,116.52752281369312
176,7.91,8.8,378,45,129.98387268828878
170,8.19,5.9,401,51.8,146.0085552684193
175,8.42,3.5,357,35.4,115.1227608140494
260,9.15,0.2,412,40.9,128.10832163387926
183,8.07,4.7,128,40.3,120.79765865690564
158,7.55,7.8,226,74.5,189.53932626441716
107,6.89,12.1,326,64.8,164.37906823521115
154,7.94,4.5,383,37.4,117.65570395758697
179,8.58,3,208,55.5,153.7761546847609
132,7.85,8.1,300,44.9,130.2778459283874
183,7.85,3.3,284,45.1,126.35782281150952
234,8.64,3.8,408,34.4,111.77521607732518
185,7.87,5.9,351,41.3,121.90641092007822
195,7.54,6.8,333,46.7,129.58330916516692
184,7.85,3,397,36,109.1782142311554
148,7.64,9.8,519,37.1,114.29631860510362
220,8.56,8,209,39.1,122.82831746785544
207,8.28,6.7,233,43.1,125.00253601030708
223,8.64,4.5,350,35.9,115.84875758986868
163,7.45,5,201,38.4,111.82490936008982
196,8.21,1.9,275,36.4,111.74785354763688
159,7.32,8.3,278,46.4,130.4508248965327
197,8.38,2.6,219,33,106.5279519998139
160,7.46,12.5,299,35.8,110.88695996424444
266,9.24,0.2,287,39,124.2770471981507
168,7.51,5.7,419,58.2,155.02229795157143
222,9.12,0.2,345,40.8,126.15274660422769
188,8.6,5.4,325,49.2,139.0975573301128
232,8.66,0.2,228,50.3,145.7295044820055
172,7.27,3.5,294,47.2,131.22614298312544
155,7.6,10.6,392,36.2,109.9218644810906
148,8.06,7.2,155,39.2,118.83847065309148
177,8.2,3.4,274,38.4,120.4518166851985
172,7.56,6.3,222,52.7,141.80366673075986
158,8.01,7,315,34.3,107.15118311107364
182,8.03,5,402,34.7,108.3107698945853
139,7.79,9.3,307,44,123.78001746358026
116,7.09,6.8,312,52.5,142.08925627500747
167,8,2.6,319,46.3,132.98473929348847
190,7.64,12.6,296,51.9,142.41434394843586
125,7.76,8.5,439,47.2,133.1133052913046
123,7.92,10.6,273,46.7,131.9796791171518
147,7.34,6,264,34.1,103.25316277244757
138,7.32,9.4,243,44.7,127.70371280658534
192,8.31,7.4,155,47,132.6976306541597
147,7.8,6.3,239,42.7,125.28059788393082
152,7.65,9.8,301,42.1,120.86477669848465
122,7.33,9.2,100,42.1,121.41462042909092
174,8.34,4,227,53.3,146.8186189556197
134,7.88,8.2,422,38.9,116.15331663463192
214,8.55,7.6,347,38.5,123.28873183405402
252,9.65,0.2,395,39.7,128.98656523786704
108,7.45,6.9,206,38.8,110.56020595144868
116,6.97,9.7,290,37.7,110.50282483220064
113,7.37,5.2,481,47.8,131.54637412748554
231,8.5,3.5,264,41,122.22674762444466
154,8.32,4.8,277,47.2,136.41957178086238
221,8.62,7.3,449,34.4,112.15993103203871
171,7.72,8.1,308,32.6,103.14298685486384
134,8.13,6,153,46.3,137.1954071346749
136,7.68,10.7,396,49.7,133.3026198663669
195,8.58,5,261,36.3,117.17643877455698
192,7.5,6.7,406,34.4,105.72195345907484
163,7.57,6.8,251,39.5,118.16302682115877
208,8.16,0.7,314,41.2,122.29200459872264
169,7.93,5.5,329,37.4,113.2622708751098
183,8.36,6.1,268,35.6,109.57924066721074
167,8.15,2.2,229,55.2,150.73110314345453
202,8.56,5.5,268,46.4,140.55749160271418
176,8.13,1.8,302,35.4,113.42940441625876
113,6.94,8.6,187,48,134.05114431165364
113,6.96,7.6,276,43.1,122.82993063662808
137,8.16,7.8,295,33.7,110.48852541592372
204,8.38,5.8,469,60.7,165.10575282899822
129,7.48,9.3,347,43.4,125.1507848635302
213,8.85,5.2,285,48.5,140.08494245200598
122,7.18,9.3,514,57.9,150.63413052535304
198,8.72,9,416,40.5,121.39832000724942
130,7.9,9.3,187,34.8,109.08836457224
154,6.93,8.1,342,47.6,131.64871135171342
155,6.92,9.5,337,35.1,106.86384511305216
215,8.68,2.4,300,48.5,140.59026540891085
283,9.26,0.8,283,40.9,127.00474476555615
123,7.71,4,341,39.3,123.73103488663703
235,9.25,1.8,218,41.6,130.92337106250085
163,7.87,6.6,310,43.6,129.39115060975828
164,7.47,9.5,415,38.6,113.87463871866537
100,6.95,6.1,258,36.8,108.2740847458908
199,8.48,5.3,380,61.5,166.29721419541346
199,7.72,3.5,360,58.6,159.1530446238966
222,8.02,5.7,293,48.1,135.67705090908777
101,6.51,9.5,352,62.6,159.45723133356614
190,7.75,2.8,133,37.7,109.96037073135956
117,7.33,8.7,298,44.4,124.43549113183671
167,7.91,4.8,50,51.5,139.9659818464734
172,8.42,2.8,168,37.5,119.3267254347142
254,8.95,0.2,316,39.6,123.6210938234395
173,8.67,0.7,316,43.4,129.36925183598652
239,9.24,4,331,49.6,148.13819969239717
130,7.87,4.9,282,48.3,138.18254571648004
160,8.24,6.2,386,48.1,135.60395759306502
221,8.68,3.3,223,32.8,109.8557329752193
172,8.04,7.6,253,49.9,137.5431108629755
236,8.63,8.7,452,44.5,131.19876995157765
175,8.57,8.3,381,64.3,174.68315527429388
182,7.82,5.7,325,38.4,118.8002559026609
245,8.33,2.7,328,31.5,106.86803751093368
178,7.96,3.4,236,39.5,117.65819222733936
143,7.54,7.9,376,40.8,115.5371370594489
152,7.63,9.6,450,51.4,138.59860363195168
182,7.86,6.2,321,55,151.20511304925506
133,7.01,6.3,254,46.2,126.86886422766985
135,7.67,10.7,310,39.8,113.62478370886404
179,8.17,5,283,42.4,125.28962502456709
183,7.8,4.4,189,42.7,127.22047844224916
218,7.88,1.7,345,43.3,127.28693728103907
164,7.98,8.8,250,55.3,148.85748291294115
185,7.99,4,397,68.2,173.25816669587
236,8.57,0.2,262,50,141.19690554872642
224,8.51,5.1,213,55.7,154.01905534264304
127,7.88,5,284,37.9,116.97614740182412
85,7.14,9.5,218,38.7,109.22011969041948
193,7.95,5.4,431,48,137.79640351054826
204,7.9,4.4,258,60.5,160.51091545317604
212,8.76,7.1,176,39.5,123.93955793921164
115,7.91,9.9,204,35.1,106.44348887353026
158,7.69,6.6,355,46,129.11669123975562
198,8.08,5.2,268,39,117.50353162146897
209,8.36,3.5,211,50.3,144.48778269661804
185,8.3,1.7,362,51.7,146.95634809479083
200,8.85,5.8,368,40.4,125.92018091849668
220,8.31,5.9,353,45.3,135.35842436324776
148,8.27,9.1,263,36.7,113.71917760050928
185,8.41,5.8,261,36,116.07507438754784
270,8.61,6.6,477,36.8,116.57811994041856
210,8.58,4.5,310,52.1,145.76531580764717
197,8.21,9.3,240,56.9,156.69676007666166
204,8,6.3,332,43.5,129.762200661699
70,6.58,12.8,247,45.2,125.05650083236972
150,7.83,6.2,392,61,160.1311930891555
140,7.9,7.5,272,50.1,138.7604247316898
161,7.1,6.8,155,37.7,113.655351693612
110,7.18,8.6,315,47.9,132.40565281283548
182,7.83,5.9,432,48.8,138.40914795864225
172,8.06,7.1,266,37.1,113.82259603267138
171,8.15,6.8,268,34.6,112.47206987292932
211,8.36,6.6,381,44.8,129.7824897100756
174,8.21,3.5,335,42.9,128.10070304173323
233,8.28,6.8,449,35.2,110.16565006886378
70,6.91,8.6,197,38.9,107.42484996682846
119,6.56,11.8,350,44.8,119.71408497864066
270,9.33,2,250,53.1,153.12259039842033
188,8.47,0.2,296,48.6,141.31584549925168
196,7.71,4.4,272,40.3,115.64739583381036
209,8.97,2,334,34.1,110.54715106216096
201,7.6,5.4,355,51.3,144.12909199315098
89,7.07,7.5,221,63.3,161.08220130035346
200,7.75,2.3,294,54.6,148.96140026386118
160,8.04,6.5,220,44.8,128.74612935724534
140,7.68,7.7,350,47.9,133.60283422969698
155,7.57,10.8,405,39.6,117.22448841321048
202,8.39,6.2,341,44,129.971923685598
155,8.1,8.8,364,48.8,137.71487957791587
168,8.07,8.4,334,55.4,150.21040702971254
240,8.7,1.3,431,55.4,148.20427822040256
161,8.4,0.5,376,38.2,122.1373110006674
207,8.49,5.3,232,41.4,128.83084841648608
142,7.38,6.4,238,32.3,99.29783651656152
241,9.02,1.2,329,58.9,162.56378495578005
141,7.84,6.5,305,33.3,108.550550609425
255,8.86,7.9,357,62,170.29658004610442
195,8.49,5.7,279,66,177.00320323749153
193,8.51,2.5,251,62.1,164.60650616368042
169,8.06,10.4,336,69.4,184.25453619239596
134,7.49,0.6,216,42.7,120.58308008045935
202,8.07,4.4,375,60,161.85783268376656
194,8.31,2.5,311,50.8,143.43255196089137
205,8.46,8.6,382,38.3,118.09257936407596
221,8.07,3.6,326,30.9,101.39116840363796
146,6.99,10.5,434,55.5,143.96720637493797
109,6.67,11.8,272,52.2,140.9953195915136
231,8.7,5,475,44.9,133.4790264555255
267,8.9,0.6,505,60.9,166.81843589842876
150,8.34,3.6,415,49.3,140.71926566612208
163,8.39,4.1,351,46.7,134.59965849387828
104,7.31,9.3,269,58.1,150.4819575104899
212,8.83,1.7,346,70.4,185.45745261936793
200,8.1,3.4,422,32.9,102.11272110008214
204,8.61,1.1,274,55.3,150.81286611432876
222,8.68,2.5,236,55.8,152.84720661012324
223,8.47,7.6,252,38,116.19264227465528
182,8.14,4.5,336,41.7,124.31437763313416
240,8.74,2.1,473,47.8,142.4969750966495
256,8.62,0.4,409,45.1,130.2693517118701
177,8.02,0.3,218,36.7,114.36735204119324
93,6.36,9.9,276,46,125.59908950664207
111,7.24,6.1,240,51.1,136.42093559542226
226,8.68,3.7,351,54.8,152.89440119695504
257,9.01,1.2,388,39.5,125.69722180524413
163,7.65,5.2,241,33.8,105.33898179490522
219,8.52,3.7,96,39.2,120.55863130549756
195,7.54,6,330,39.7,117.71545358242123
179,8.49,8.5,433,41,124.32997349333344
243,8.85,3.8,328,43.7,130.53869422012156
192,7.75,9.3,321,55,148.47276996107823
182,7.76,3.9,281,37.3,117.16567958477292
199,7.53,5.9,435,58.9,157.19733735921204
147,7.54,7.7,94,37.8,111.47080585434476
254,8.96,0.8,293,45.1,132.51016475533737
258,9.05,0.5,281,45.6,135.73003551863476
227,7.89,4.6,511,36.8,115.70754940189596
250,9.09,0.2,286,40.7,127.43535823683392
145,7.78,9.2,131,30,97.49698952631869
174,7.15,11.1,196,39.5,116.51446913563603
213,8.37,3.9,225,46.2,133.9832592225542
126,8.06,8.4,261,50.7,139.4586430014172
255,9.36,6.8,346,43.1,133.92238490842357
84,6.82,10.9,343,47.2,131.54828562035763
175,8.31,11.3,158,47.7,137.81893659626567
277,9.8,0.2,252,55.1,159.58400074227785
144,7.69,6.5,295,50.1,137.33751374316589
170,8.02,12.2,282,69.7,180.63679706173903
171,8.1,5.7,343,48.6,135.55885893021923
96,6.98,11.3,111,39,109.59370195103824
209,8.41,6.2,299,52.8,147.56329446301248
134,7.17,10.7,274,43.3,122.38081298840191
125,7.72,8.8,198,41.3,125.93011106400562
154,7.71,7.6,362,59.1,154.3173053842162
186,8.36,6.5,142,62.6,167.3418126466981
143,7.87,6.9,217,35.3,111.56010618724436
126,7.26,3.7,231,55.5,149.40118568823178
151,7.38,5.7,200,47.5,131.87855103068136
173,7.79,5.2,416,57.8,153.0634877171415
260,8.51,2.8,381,37.1,116.61843189626002
274,9.29,0.4,257,49.5,149.3295119838743
181,8.91,4.7,252,33.8,113.11547801635166
294,9.22,2,311,51.4,144.81104585488384
180,7.98,7.7,177,33.1,108.94691825730052
